Unnamed: 0,Unnamed: 1,text,label,Unnamed: 4,new_label
05.txt,2,“心梗。” “还有什么？” “死前一天把一只U盘交给了一个人。”,18,0.119848282,25.678057582725824
13.txt,0,第13章 暗码与约定 安全屋的灯泡有一点跳，像一条疲惫的心电图。阿敏坐在床沿，指尖捻着一张旧照片——她和妹妹在河边，阳光把水面砸成金屑。手机屏幕亮起陌生号码，只有八个字：“午夜，三号仓，单独来。”她把旧外套的帽子扣低，穿过一条又一条潮湿的巷子。三号仓的灯泡挂得很低，发黄，像一只快灭的萤火。阿祥从堆箱阴影里出来，面颊更瘦了，嘴角两条纹像刻出来。他把一本口袋大小的小册子塞进她手里，封面是孩童手法画的折纸鹤，铅笔灰压得很重。 “这是货的流向。”他压着嗓子，“每一滴‘泪’从哪来，进哪去，谁点了头，写在里面。写的时候，我把名字拆成了数字，你要记住对应法。”他翻开一页，指着一行数字和符号，“比如‘百吉’是B-7、J-5，合起来是‘泪’的第五道分销，账尾会多一笔‘慈善捐助’——其实是返利。”,34,0.120711589,29.137502140097702
10.txt,5,车窗上雨线交错，像千百条无形的线把这座城缝在一起，又一针一针撕开。陈雪的指关节发白，她对讲机里只说了一句话：“这不是事故，这是投毒。” 她知道，这一夜会把很多人的人生推到一个新的方向。她也知道，从今天起，旧港区的风再也不会只有海腥味了。 雨还在下，像有人在天上哭。,45,0.154552565,29.733055099201554
09.txt,4,夜色压下来，云缝里有电光。码头的灯被雨丝打成一片模糊的白。有人开始加固缆绳，有人把货箱的封条又按紧了一次，有人把口罩戴得更牢。,18,0.16325896,25.800439799146524
08.txt,4,“这当然。”龙毅点头，“我们捐一所学校的体育场。” 两人都笑了，像听见一个无关紧要、却足够礼貌的冷笑话。,5,0.180198065,27.443202047889656
01.txt,2,港口警岗的灯忽明忽暗。大卫把帽檐往下一压，签掉最后一份货运单。他的手腕上有一道旧伤，袖口遮不住。一个穿便衣的货代凑上去递烟：“督察，今晚风大，船靠得急，您多担待。”大卫没接烟，只把手指敲在桌面两下。那人会意，放下一枚钥匙大小的金条，动作干脆，像丢弃一块沉甸甸的石子。 凌晨两点，陈雪在“拾荒者咖啡”后巷见到了第一个线人——靠码头搬运为生的瘦子阿祥。他把破帽子揪在手里：“姐，最近货柜半夜多了，里头有人哭声……像小孩。”陈雪把录音笔向他近了一点，又退回去：“你先别回去，去同盟堂的避难屋睡个觉。明天有人来找你。” 回程路过堆满网箱的空地，她停了一下。海风里混着铁锈与糖的香气——“翡翠泪”的味道。她把口罩提上去，心里把清单又过了一遍：新货上市、黑警护航、帮派换代的传闻、移民区里开始走失的孩子。每一条都是细针，缝在这座城长期缝好的伤口上。,28,0.180754834,28.04630982394417
03.txt,2,陈雪对讲里传来：“可以上钩了。”她却没动。镜头里，阿敏正一步一步靠近货箱，脸色发白，却没有退。陈雪想起培训讲义上那句干巴巴的话：**“情报人员不得在任务中发展私人救助行为。”**她把手指扣紧，像抓住自己。 这时，港区巡防的手电突然在堆箱间摇出一道光。绿外套们动作一滞，领头压低声：“藏起来！”阿敏反而直直站着，一动不动。手电光扫到她脸上，停住。那是一个年轻警员，他认得这张脸——常在翡翠街给他母亲赊账的女孩。 “你怎么在这儿？”他小声问。,23,0.210898676,21.531615318905832
02.txt,2,下午两点0，一个留寸的男孩把背包拍在柜台上：“姐，有没有咳得厉害那种？”阿敏瞟一眼背包边的暗缝，摇头：“药房在街口。”男孩咧嘴笑：“我知道你这儿也有。”说着压低声音，“真的要的话，晚上十点去码头，找穿绿外套的，报我名字。” 阿敏把目光从他脸上移开，落在柜台玻璃里自己的倒影。她忽然觉得这张脸在这座城里太薄了，像纸，谁的指甲都能戳穿。她不喜欢自己这么想，但她知道自己已经被卷进去了——不是因为钱，而是因为妹妹躺在后屋，那种连空气都轻的咳嗽声。 当天黄昏，陈雪化妆成酒吧服务生，端着啤酒穿过翡翠街的巷子。她在耳后别了一枚微型摄像头，镜头掠过每一张急促、空心、或兴奋的脸。对讲机里传出同事的声音：“南口出现‘白绿’，两人，接触吗？”,35,0.228343974,24.48977042728894
03.txt,0,第3章 小艇与账本 小艇上来的人没有说话，只把两只防水箱抬下，落地时发出闷响。绿外套领头的把刀片划开封条，里面整齐码着透明小瓶，瓶盖上印着泪滴。领头从口袋里掏出一本油渍斑斑的小账本，翻开到一页，指着名字按顺序验货。 “这页是新加的。”他把指尖按在一行字上，“‘百吉’。”,5,0.24588278,27.320856507629447
10.txt,1,劣质的“翡翠泪”在几条巷子里同时开封。有人把它混进咳嗽糖浆，有人把它兑进酒。最先出事的是“拾荒者咖啡”的后巷——一个年轻人忽然开始笑，笑到面部抽搐，转身撞到墙上，额头开了花；第二个是码头上的搬运工，他脱了上衣在雨里跳舞，像一只被拔了毛的鸟；第三个是某个小巷口结伴的少女，她们互相抓挠对方的手臂，像要把皮肤上什么东西抠出来。 警笛声钻进雨里，像被掐住的琴弦。陈雪冲进人群时，脚下滑了一下，半跪到水里。她抬头看见阿敏——她也在，人群边缘，抱着妹妹，脸白得像雨里的一张纸。 “回去！”陈雪朝她吼。,45,0.247458414,28.45029338606193
03.txt,4,手电晃过，停在那本账本上。警员喉结动了一下。他知道自己应该叫人、应该查验、应该把这页名字撕下来当证据。可他也知道，后面的黑影里站着更大的影子。片刻后，他把手电向另一边一甩：“别在这儿逗留。”然后走了。 箱子再次打开，交易继续，像什么也没有发生。陈雪在缝隙里深吸一口气，心跳像潮水敲在胸腔。她知道自己刚刚看见了一种更难写进报告的事：权力、怯懦、和某种无法言说的同情。,16,0.258972618,28.902487243494036
11.txt,0,第11章 海底的证据 凌晨三点，旧港的海像一口没有盖的井，风一阵一阵地往里灌。陈雪穿好潜水服，背带勒住肩窝，气瓶在背后磕着椎骨，冰冷而扎实。耳机里，同事的声音被海风切得支离：“目标在沉船东舷裂口，铁箱，编号C-17，预计两分钟内有巡逻艇换班。”她压下心跳，把咬嘴含进嘴里，沿着摇晃的木梯滑入黑水。光束在水里只是短短一段，她顺着那一小截亮，摸到了船骸——一头巨兽，肚皮被撕开，金属边缘长满藤壶，像结痂的疤。裂口处，铁箱被老缆绳捆得死紧，表面起皮，漆色像枯死的苔。 她用短刀割缆，刀刃在盐水里钝得可怜，手背被金属边划出一道口子，血像一条褪色的红丝带，缓慢地在冰水中飘。耳机里突然传来极轻的马达声——不是这边的船，是更远一点、很熟悉的节奏。她停了一秒，抬头往上看，只看见黑得像墙的水面。她咬紧后槽牙，用膝盖抵住箱角，借力一扯，铁箱终于松动一寸，那寸距离仿佛把全身的气力都抽走。她再扯，一次、两次，箱子离了缆，沉得她下坠，她抱住它，脚蹬船体，沿着绳索往上拖。,23,0.271020454,23.798207289741423
09.txt,0,第9章 雨前 空气里压着雨。阿敏把安全屋的窗缝再塞紧一点。妹妹今天精神好了一点，想吃橘子。阿敏剥开，屋里立刻有了太阳一样的香味。 “我们会搬回去吗？”妹妹问。,5,0.272203577,28.642866306640816
08.txt,1,来客是金融街的中间人，穿一身合身的灰。灰衣人不碰酒，只看窗外的海：“你们旧港的风真奇怪，什么味都有。” “习惯就好。”龙毅答。 陈雪在附近的楼顶观察，会所的灯像一群安静的鱼。对讲里同事说：“看到目标车牌，金融街那条线的人进了。”,15,0.31598652,22.663718440469786
08.txt,0,第8章 玻璃盏里的海 会所里摆出最好的玻璃盏，盏壁薄得能透出手指的红。龙毅只倒了半盏。他不喜欢喝，但喜欢这个动作的仪式感——像是在一个更大的祭坛上淋酒。他对来客说：“货干净。像你要的那样。” 来客是金融街的中间人，穿一身合身的灰。灰衣人不碰酒，只看窗外的海：“你们旧港的风真奇怪，什么味都有。”,16,0.319281701,22.793999781885923
02.txt,4,她停在杂货店门口，余光扫到柜台后边的妹妹，瘦得像只折叠起来的燕子。阿敏抬头，目光和她碰了一下。那是两个完全不同世界的人在一秒钟里握手——一个拿着证件，一个拿着欠条。但她们的眼神里有同一种疲惫：想要把某件事按下去，却知道按不住。 晚上十点，码头风更冷了。阿敏把围巾拉高。绿外套们靠在装卸机上玩手机，偶尔抬头看一眼来往的影子。陈雪藏在堆箱的缝隙里数人头，低声报数。远处，一个更黑的影子从海上靠近——没有航标灯的小艇，像一颗不应该出现的月亮。,40,0.323825806,27.3203597323034
01.txt,4,雾更重了，汽笛在远处叫了一声，像一只被惊醒的大鸟。陈雪把袋子挎上肩，走进雾里，手机屏幕上弹出一条未读： 目标代号“泪”确认入港，样品流向“翡翠街”分销点。——H 她把屏幕摁灭，像把一颗火星按进水里。,27,0.331338927,27.62639200086739
18.txt,2,“因为你们需要一个人站在里面，看清他们往哪走。因为我有一张账要记。”她顿了顿，笑了笑，“也因为她总要有一个人等她回去。” 陈雪沉默。她从包里掏出一串钥匙，钥匙环上挂着一个廉价的小塑料灯，按一下会亮。她把它塞进妹妹手里：“到了北岸，找这个号码。”纸片上是“社区健康联盟”的电话。妹妹攥紧钥匙，眼睛很用力地亮了一下。她忽然抬头，对陈雪轻轻点头，那一瞬，她像一只从纸里飞出来的小鸟，羽毛很轻，却努力往前。 车到站，开门的气压声像一声短促的叹息。阿敏把妹妹抱上车，手却没有松。陈雪握住她手背，指尖压了一下，像把某种承诺按进肉里。车门关上，车开走，车窗里妹妹把钥匙灯按亮又按灭，亮灭之间，阿敏的眼泪在眼眶里打转，却没有掉。她站在原地很久，直到风把摊位上的油香也吹散了，街口只剩下路灯在数自己的影子。,9,0.348837977,25.55574393677327
07.txt,2,大卫看也没看，盖章，抬头：“下班早点回家，别在旧港乱逛。” 年轻警员说了声“是”，转身时，指尖抖了一下。他知道自己在某条看不见的线的边缘踩了一脚。 陈雪把第一批线索打包给上级。回信很快：“谨慎推进，避免惊动黑警系统。”她看着这十个字，心里升起一种无力。对讲里传来消息：“今晚有船靠‘翡翠泪’主仓，可能会有大客户。”,12,0.351239728,37.38739861214244
15.txt,0,第15章 烟灰中的人影 警署的灯在夜里显得过白。大卫的办公室里，雪茄的尾火像一只困倦的萤火虫，烟雾绕着吊扇一圈一圈散开。年轻警员站在门口，手里的报告纸边缘被捏出一道小褶：“督察，昨晚港区出现异常船只，影像在这张卡里。”他的声音不稳，却努力把每个字念完整。大卫接过，没看内容，把报告压在一叠文件下。指背的骨节在灯下很硬。 “没看见。”他说。,23,0.356012155,21.261699158233462
01.txt,3,回程路过堆满网箱的空地，她停了一下。海风里混着铁锈与糖的香气——“翡翠泪”的味道。她把口罩提上去，心里把清单又过了一遍：新货上市、黑警护航、帮派换代的传闻、移民区里开始走失的孩子。每一条都是细针，缝在这座城长期缝好的伤口上。 夜深处，龙毅独自站在窗前，看码头像棋盘。父亲的肖像挂在墙上，金框里有一道细裂。他拿起父亲的雪茄闻了闻，忽然笑了一下，笑得很轻，像海潮回岸时起的白沫。他知道旧港的夜班刚刚开始，每一个人都在各自的岗位上——有人在收钱，有人在找证据，有人在等一场更大的风暴。 雾更重了，汽笛在远处叫了一声，像一只被惊醒的大鸟。陈雪把袋子挎上肩，走进雾里，手机屏幕上弹出一条未读：,35,0.386460438,29.92380400474456
14.txt,0,第14章 玻璃下的鱼 水族馆闭馆后的走廊空空荡荡，地面的灯带把光压成细细一条，像从海里拖上来的网。陈雪穿着清洁工的外套，推着一辆吱吱响的推车，推车里是抹布和一桶水——桶底藏着微型相机、信号放大器和一双薄手套。她绕过珊瑚缸，顺着楼梯上到二层的维修平台，扳开通风口的格栅，匍匐进去。下面是展览厅，巨大的玻璃缸装着发光的鱼，鱼群像一团缓慢移动的星。玻璃的反光把人的影子切得不完整。 她把相机卡在通风口边缘，镜头正对楼下的会客区。几分钟后，龙毅到了。和他一起的是个穿灰色细条纹的外地人，皮鞋踩在地板上像敲一串轻音乐。样品瓶摆在桌上，瓶口的封签是泪滴和翡翠的图样，灯光一照，粉末像鱼鳞一片片地闪。外地人闻了闻，笑得很含蓄：“干净。”龙毅也笑，目光却懒懒地往上掠，像是不经意。,11,0.405223741,25.500112867293897
04.txt,0,第4章 海风里的号码 第二天，旧港的风带着海腥味和甜味。陈雪把一张写有两个电话号码的纸塞进“百吉”的收银抽屉里：上面写着“咳嗽志愿者热线”和“药品援助”。她没有留下名字。 阿敏晚上拨了第一个号码。电话那头是一位女声，普通话发音干净：“这里是社区健康联盟，可以帮您预约免费门诊。”阿敏沉默几秒，忽然笑了一下，说谢谢。挂电话后，她拨了第二个号码——这次没人接。她又拨，直到提示音变成忙音。她知道这号码属于另一种援助，属于那些在夜里把人从深水里拽上来的人。,24,0.409003664,20.700411442884178
06.txt,2,安全屋在一座废弃仓库二楼，窗子用木板钉上了，缝里透出一点海光。阿敏把妹妹放在床上，床单干净，枕头有股旧太阳味。妹妹的呼吸均匀了一点。 陈雪把药箱放在桌上，写了几行注意事项。阿敏忽然说：“谢谢。” 陈雪摇头：“别谢我。要谢就谢那些填了问卷的人。”,17,0.412849455,22.66501438124933
09.txt,3,陈雪这天没有联系她们。她在准备另一件事：今晚会有一批劣质货流入旧港东区。线人提醒，“有人偷工减料，为了追产量。”劣质意味着不稳定，意味着意外，意味着——她不往下想。 大卫接到一通来自上面的电话，内容很短：“风向可能变。”他放下电话，静静地坐了很久。他想起自己第一次穿上制服的那天，帽檐在镜子里闪着新铁一样的光。而现在，他的帽檐上有一层看不见的灰。 夜色压下来，云缝里有电光。码头的灯被雨丝打成一片模糊的白。有人开始加固缆绳，有人把货箱的封条又按紧了一次，有人把口罩戴得更牢。,25,0.415407271,28.071384580867434
09.txt,1,“我们会搬回去吗？”妹妹问。 “会。等风停了。”阿敏说。 “哪来的风？”,12,0.448043322,22.89061015374672
10.txt,0,第10章 泪雨之夜（强情节） 雨是突然落下来的，像有人在天边拉了一道拉链。码头几座废仓顶漏了，雨水顺着铁梁往下滴，一点一点，像钟表。 劣质的“翡翠泪”在几条巷子里同时开封。有人把它混进咳嗽糖浆，有人把它兑进酒。最先出事的是“拾荒者咖啡”的后巷——一个年轻人忽然开始笑，笑到面部抽搐，转身撞到墙上，额头开了花；第二个是码头上的搬运工，他脱了上衣在雨里跳舞，像一只被拔了毛的鸟；第三个是某个小巷口结伴的少女，她们互相抓挠对方的手臂，像要把皮肤上什么东西抠出来。,46,0.452839259,21.27032159244703
17.txt,4,大卫向前一步，路过她身侧时停了一瞬，像是在看她肩头那一小块被海水晒得微红的皮肤。他低声道：“名字是钥匙。你现在握住的，是把会伤到自己的钥匙。”他说完，径直走进去，把窗全开了，风把桌上的碎纸吹得到处飞。陈雪站在原地，忽然想起十一年前在警校里背诵的某条守则——当你看见一个人把窗大开，多半不是为了透气，是为了让你看不清他的手。她把那句默念了一遍，转身离开，口袋里的红点还亮着，像一枚很小的心跳。,33,0.452947724,29.302315764031313
06.txt,0,第6章 小小的迁移 午夜，阿敏带着妹妹出了门。她们背着一个旧旅行袋，袋口伸出一只破伞的柄。陈雪在街角等她们，车门没有标识，座位上散着普通的洗衣粉味。 “临时住两天，做个检查。”陈雪说。阿敏点头，把妹妹抱上车。妹妹醒来，睁眼看陈雪，眼里有一种警觉而又信任的小动物的光。,6,0.454959285,43.29393360779015
05.txt,1,深夜，她在食堂最后一桌等一个人：传说认识龙家老账房的瘸子。瘸子迟到了半小时，带着一股湿纸板味。他坐下喝了一口清汤，低声说：“账房死了三个月。” “死因？” “心梗。”,5,0.461560778,25.70130507930142
19.txt,1,她蹲下，指尖一寸一寸摸过那只鞋，像在确认一个人是否还在。这只鞋原来放在后屋床边，昨晚出门时妹妹还踢了一脚，说“它太小了”。阿敏把鞋抱在怀里，胸口像被石头压住。她站起来，看到柜台下的小抽屉半开，里面躺着她前天塞进去的两张纸——一个“咳嗽志愿者热线”，一个“药品援助”。她把两张纸叠好揣进衣内，抽屉关上的那声轻响，像把一个脆弱的决定收好。 门外，有人把喷漆的模板从墙上撕下来，笑说：“老板娘不在，不如…”笑声在看见她的一瞬间断了。阿敏抬眼看他们，眼神稳得像海平面。她什么也没说，只把卷帘“哐”地拉下。铁皮颤了很久，颤音像一条疲惫的蛇，在她耳边盘旋不去。,16,0.524920473,22.31446457589412
07.txt,0,第7章 例行公事 新闻里播出“例行临检”。镜头下，一批过期药被搬出、一个小分销点被封、三名“嫌疑人”被戴上手铐。主持人声音热情，像在介绍一场城市节日。评论区里有人拍手，也有人在问翡翠街夜里到底卖的是什么。 龙毅看着电视笑了一下：“做得像样。”副手说：“警队的人也给了你面子。”龙毅指了指屏幕角落里一个模糊的背影：“那不是面子，是账。”,6,0.544497341,22.70581446288155
05.txt,5,瘸子伸出两根手指：“两万。” “太贵。” “你们廉署跟警队的价码，我知道。”他笑，“我这儿有个更便宜的条件：帮我老婆转到安全屋。”,16,0.563228056,28.302191739873408
18.txt,0,第18章 街口的告别 夜幕压下，翡翠街的油炸摊冒着白汽，酥油香被风掰成小块，飘向不同的巷口。阿敏牵着妹妹站在街口，妹妹的手很凉，袖口露出一小截消毒纱布。陈雪从对面走来，帽檐压低，像普通下班的上班族。她递出两张船票：“今晚北岸的船，舱等一般，但安全。”阿敏没有接，眼睛只看着妹妹的脸——那张瘦得像纸的脸在路灯下透明。 “她走，我留。”阿敏说。,15,0.573490817,28.38078023438206
04.txt,1,阿敏晚上拨了第一个号码。电话那头是一位女声，普通话发音干净：“这里是社区健康联盟，可以帮您预约免费门诊。”阿敏沉默几秒，忽然笑了一下，说谢谢。挂电话后，她拨了第二个号码——这次没人接。她又拨，直到提示音变成忙音。她知道这号码属于另一种援助，属于那些在夜里把人从深水里拽上来的人。 龙毅在会所里看报表。新货第一批投放的数据漂亮，回款比预期快。他的副手指着一串数字：“旧港东区增长最明显，特别是翡翠街。”龙毅把笔在指间转了一圈：“太快不是好事，会引人注意。把分销层切细，再让大卫那边开一次临检，做做样子。” 大卫在办公室里签署临检计划，把几条线分给手下。“要严厉，要上新闻。”他抬眼补充，“但不要影响生意。”这句话没有落在纸上，只落在三双眼睛里。,25,0.577590023,20.467084806116333
17.txt,0,第17章 失踪的货单 港务局的系统像一张被人悄悄剪去角的纸——某一批货柜的记录凭空不见了。陈雪在电脑前盯着跳动的光标，脑子里飞快地把过往几次异常对齐：放行时间、值班人、线路、押运车的GPS轨迹。线索像沙里渗出的水，越看越清。她找到了港口边上一间废弃的办公室，玻璃门上粘着旧标语，地上散着撕碎的单据，像有人匆忙吃完一餐，把骨头丢得到处都是。 她蹲下去拼那些残页，指尖划过纸边，指腹被纸割出一条浅痕。走廊有脚步声传来，稳，节奏熟悉。门被推开，大卫站在门口，雨后的风把他的外套边吹起一点。他看着陈雪，眼神像一块冷石头：“你走错地方了。”,32,0.584037277,41.05052509771332
01.txt,1,陈雪背着灰布袋，沿着“C-7”冷库的外墙走。她的鞋底胶在湿砖上轻轻地吱着，像一条小鱼吐出的气泡。袋里是她晚上要派发的“问卷”，印着慈善组织的标识，实际上是廉署的情报表格。她知道今晚会有人愿意说话——也有人怕到说不出完整的句子。 隔两条街，三合会的临时会所里，龙毅正摘下黑手套。桌上是刚拆封的药粉样品，袋口的封条印着泪滴和翡翠——新货的名字也因此被叫作“翡翠泪”。试验员把一只玻璃棒蘸上，搁在银勺里烤，火焰舔过，空气里闪出一股甜冷。龙毅侧头，像在听海浪。他说：“味道干净。赌一把。” 港口警岗的灯忽明忽暗。大卫把帽檐往下一压，签掉最后一份货运单。他的手腕上有一道旧伤，袖口遮不住。一个穿便衣的货代凑上去递烟：“督察，今晚风大，船靠得急，您多担待。”大卫没接烟，只把手指敲在桌面两下。那人会意，放下一枚钥匙大小的金条，动作干脆，像丢弃一块沉甸甸的石子。,39,0.586851903,94.57220212672294
19.txt,0,第19章 黑色标记 第二天一早，翡翠街几面墙上同时出现了黑色的喷漆：一个圆圈里一滴泪。有人说那是“清算”的记号，被画上的店，通常在一夜之间就会从街上抹掉。阿敏远远看见“百吉杂货”的卷帘门上也有那一滴，她的心像被谁用指甲轻轻一划，疼得不厉害，却持续。她用力拉开卷帘，门轴发出尖细的叫，屋里一片暗，粉末味淡淡的，但在鼻腔里停得久。她摸到墙上的开关，灯不亮。手机的光扫过柜台、纸箱、地面——角落里有一只小鞋，侧面磨毛，鞋头一个笑得很拙的猫。 她蹲下，指尖一寸一寸摸过那只鞋，像在确认一个人是否还在。这只鞋原来放在后屋床边，昨晚出门时妹妹还踢了一脚，说“它太小了”。阿敏把鞋抱在怀里，胸口像被石头压住。她站起来，看到柜台下的小抽屉半开，里面躺着她前天塞进去的两张纸——一个“咳嗽志愿者热线”，一个“药品援助”。她把两张纸叠好揣进衣内，抽屉关上的那声轻响，像把一个脆弱的决定收好。,23,0.587147526,29.96674147900972
01.txt,0,第1章 旧港的夜班 潮水在生锈的防波堤下喘息。午夜一点，旧港区的雾像一层没有清醒过来的酒气，摩托把排气声拉出仓库群的影子，灯光被切成一刀一刀。 陈雪背着灰布袋，沿着“C-7”冷库的外墙走。她的鞋底胶在湿砖上轻轻地吱着，像一条小鱼吐出的气泡。袋里是她晚上要派发的“问卷”，印着慈善组织的标识，实际上是廉署的情报表格。她知道今晚会有人愿意说话——也有人怕到说不出完整的句子。,0,0.587230171,27.13082150622477
10.txt,4,两人几乎是被雨推着往前跑。身后有玻璃碎裂的声音，有人喊“救命”，有人喊妈妈，有人嘶吼着念不成句。雨水把血味冲浅了，但另一种甜腻的味道更明显了。 她们冲进一辆没有标识的车。陈雪一脚油门，轮胎在水里打滑。车头一晃，冲上路面。后座，阿敏把妹妹压在自己怀里，像把一只太轻的鸟藏进胸口。 车窗上雨线交错，像千百条无形的线把这座城缝在一起，又一针一针撕开。陈雪的指关节发白，她对讲机里只说了一句话：“这不是事故，这是投毒。”,52,0.621289348,22.43423383779839
05.txt,0,第5章 线人的影子 陈雪开始收网。她给阿祥安排了更安全的工作，给两个码头女工发了保密协议，又在一家深夜食堂的墙上换了新的“问卷箱”。 深夜，她在食堂最后一桌等一个人：传说认识龙家老账房的瘸子。瘸子迟到了半小时，带着一股湿纸板味。他坐下喝了一口清汤，低声说：“账房死了三个月。”,13,0.621986211,22.920663783669447
